id,question,category
train_1236,"Trong video này, biển báo giao thông nào xuất hiện ở phía bên phải đường?","biển báo, làn đường"
train_1237,"Trong video này, có biển báo cấm nào sau đây?",biển báo
train_1238,"Trong video này, phương tiện ô tô được phép thực hiện hành vi nào trên đoạn đường đang di chuyển?","biển báo, làn đường"
train_1239,"Trong video này, theo biển báo, làn đường bên phải làn xe đang chạy dành cho những loại phương tiện nào?","biển báo, làn đường"
train_1240,"Trong video này, tốc độ tối đa cho phép trên đoạn đường này là bao nhiêu?","biển báo, làn đường"
train_1241,"Trong video này, biển báo màu xanh có các mũi tên (biển báo Hướng đi trên mỗi làn đường theo vạch kẻ đường) có ý nghĩa gì?","biển báo, làn đường"
train_1242,"Trong video này, biển báo cấm xuất hiện bên phải đường có ý nghĩa gì?","biển báo, làn đường"
train_1243,"Trong video này, tốc độ tối đa cho phép được thể hiện trên mặt đường là bao nhiêu?","biển báo, làn đường"
train_1244,"Trong video, biển báo giao thông xuất hiện bên phải đường có ý nghĩa gì?","biển báo, làn đường"
train_1245,"Trong video, biển báo nguy hiểm đầu tiên xuất hiện bên phải đường cảnh báo điều gì?","biển báo, làn đường"
train_1246,"Trong video này, biển báo màu xanh hình chữ nhật có mũi tên cong vòng lại có ý nghĩa gì?",biển báo
train_1247,"Trong video, biển báo cấm nào xuất hiện ở lề đường bên phải?","biển báo, làn đường"
train_1248,"Trong video này, tốc độ tối đa cho phép trên đoạn đường này là bao nhiêu?","biển báo, làn đường"
train_1249,"Trong video này, đặc điểm của con đường mà phương tiện đang di chuyển là gì?","biển báo, làn đường"
train_1250,"Trong video này, theo vạch kẻ đường, làn đường xe đang di chuyển được phép đi theo hướng nào?","biển báo, làn đường"
train_1251,"Trong video này, theo biển báo phân làn, xe máy được phép di chuyển ở làn nào?","biển báo, làn đường"
train_1252,"Trong video này, dựa vào vạch kẻ trên mặt đường, tốc độ tối đa cho phép là bao nhiêu?","biển báo, làn đường"
train_1253,"Trong video này, tốc độ tối đa cho phép trong khu vực mà phương tiện đang di chuyển là bao nhiêu?",biển báo
train_1254,"Trong video này, biển báo 'CHÚ Ý NHẬP LÀN' có ý nghĩa gì?","biển báo, làn đường"
train_1255,"Trong video, tốc độ tối đa cho phép trên đoạn đường này là bao nhiêu?","biển báo, làn đường"
train_1256,"Trong video này, khi đến gần dải phân cách có biển báo, người lái xe ô tô được phép đi theo những hướng nào?","biển báo, làn đường"
train_1257,"Trong video này, tình trạng giao thông trên cầu/đường trên cao được mô tả như thế nào?",làn đường
train_1258,"Trong video này, loại dải phân cách nào được sử dụng để chia hai chiều đường?",làn đường
train_1259,"Trong video này, người lái xe đã gặp những loại biển báo nào?",biển báo
train_1260,"Trong video này, xe đang di chuyển trên làn đường được phép đi theo hướng nào theo chỉ dẫn của biển báo?","biển báo, làn đường"
train_1261,"Trong video này, biển báo giao thông hình tròn, viền đỏ, nền trắng có ý nghĩa gì?",biển báo
train_1262,"Trong video này, chiều cao tối đa cho phép của phương tiện để đi qua đoạn đường là bao nhiêu?",làn đường
train_1263,"Trong video này, tốc độ tối đa cho phép trên đoạn đường là bao nhiêu?","biển báo, làn đường"
train_1264,"Trong video này, tốc độ tối đa cho phép trên làn đường xe đang di chuyển là bao nhiêu?","biển báo, làn đường"
train_1265,"Trong video này, có những biển báo nào đã xuất hiện?",biển báo
train_1266,"Trong video này, tốc độ tối đa cho phép trên làn đường xe có camera hành trình đang di chuyển là bao nhiêu?","biển báo, làn đường"
train_1267,"Trong video này, theo hệ thống biển báo trên giá long môn, người lái xe ô tô có được phép thực hiện hành vi nào sau đây?",biển báo
train_1268,"Trong video này, dựa vào vạch kẻ đường, người lái xe đang ở làn đường cho phép di chuyển theo những hướng nào tại giao lộ phía trước?","biển báo, làn đường"
train_1269,"Trong video này, tốc độ tối đa cho phép trên đoạn đường là bao nhiêu?","biển báo, làn đường"
train_1270,"Trong video này, loại biển báo nào xuất hiện để cảnh báo người lái xe về giao cắt sắp tới?",biển báo
train_1271,"Trong video này, các biển báo cấm nào đã xuất hiện?",biển báo
train_1272,"Trong video này, người lái xe cần tuân thủ những biển báo cấm nào?",biển báo
train_1273,"Trong video, biển báo trên giá long môn cho biết làn đường xe có camera đang đi dành cho các phương tiện di chuyển theo hướng nào?","biển báo, làn đường"
train_1274,"Trong video này, tại vị trí có biển báo phân làn, xe ô tô (xe có camera hành trình) được phép đi theo những hướng nào?","biển báo, làn đường"
train_1275,"Trong video này, nếu người lái xe muốn đi đến đường Trần Não, họ nên di chuyển vào làn đường nào?","biển báo, làn đường"
train_1276,"Trong video, biển báo cảnh báo nguy hiểm có ý nghĩa gì?",biển báo
train_1277,"Trong video này, vạch kẻ đường màu vàng nét liền ở giữa đường có ý nghĩa gì?",làn đường
train_1278,"Trong video này, vạch kẻ đường màu vàng nét đứt ở giữa đường có ý nghĩa gì?",làn đường
train_1279,"Trong video này, người lái xe đã gặp những loại biển báo nào?",biển báo
train_1280,"Trong video này, người lái xe đã thấy những loại biển báo nào sau đây?",biển báo
train_1281,"Trong video này, người lái xe đã thấy những loại biển báo nào?",biển báo
train_1282,"Trong video này, biển báo tốc độ xuất hiện ở phía bên phải có ý nghĩa gì?",biển báo
train_1283,"Trong video này, biển báo màu vàng có nội dung chính là gì?",biển báo
train_1284,"Trong video, biển báo ""Nhập làn 250m"" có ý nghĩa gì?","biển báo, làn đường"
train_1285,"Trong video này, dựa vào cụm biển báo cuối video, người lái xe cần tuân thủ điều gì?",biển báo
train_1286,"Trong video, các biển báo màu xanh lá cây bên đường lần lượt hiển thị các giá trị khoảng cách nào?","biển báo, làn đường"
train_1287,"Trong video này, khi thấy các vạch kẻ ngang, đứt nét màu trắng trên mặt đường (vạch giảm tốc), người lái xe nên làm gì?",làn đường
train_1288,"Theo biển báo trong video, sau bao lâu nữa thì người lái xe sẽ đến đoạn đường có công trường?","biển báo, làn đường"
train_1289,"Trong video, vạch kẻ đường ở giữa dùng để phân chia các làn xe cùng chiều có ý nghĩa gì?",làn đường
train_1290,"Trong video này, biển báo chỉ dẫn màu xanh lá cây cung cấp thông tin gì?",biển báo
train_1291,"Trong video này, biển báo giới hạn tốc độ tối đa 80 km/h áp dụng cho khu vực nào?",biển báo
train_1292,"Trong video, biển báo cho biết còn bao xa nữa thì đến lối ra đi Long Thành, Phan Thiết và Dầu Giây?",biển báo
train_1293,"Trong video, biển chỉ dẫn cung cấp thông tin về những tuyến đường nào?","biển báo, làn đường"
train_1294,"Trong video này, dựa vào tốc độ hiển thị trên camera hành trình và biển báo, xe có camera hành trình đang di chuyển như thế nào?",biển báo
train_1295,"Trong video này, theo biển báo, còn bao xa nữa thì đến lối ra khỏi đường đang đi?","biển báo, làn đường"
train_1296,"Trong video này, khi gặp biển báo xuất hiện bên đường, người lái xe nên làm gì để đảm bảo an toàn?","biển báo, làn đường"
train_1297,"Trong video này, biển báo hình tròn viền đỏ, nền xanh với hai vạch chéo màu đỏ có ý nghĩa gì?","biển báo, làn đường"
train_1298,"Trong video này, biển báo chỉ dẫn lối ra Nút giao Vành đai 2 hướng đến những địa điểm nào?",biển báo
train_1299,"Trong video, người lái xe đã thấy những biển báo nào sau đây?",biển báo
train_1300,"Trong video này, những loại biển báo nào đã xuất hiện? Chọn đáp án đầy đủ nhất.",biển báo
train_1301,"Theo biển báo trong video, sau bao xa nữa thì các phương tiện sẽ nhập vào làn đường chính?","biển báo, làn đường"
train_1302,"Trong video này, ý nghĩa của biển báo giao thông xuất hiện là gì?",biển báo
train_1303,"Trong video này, biển báo màu vàng có nội dung nhắc nhở người lái xe điều gì?",biển báo
train_1304,"Trong video, biển báo màu xanh lá cây có chữ 'LỐI RA' mang ý nghĩa gì?",biển báo
train_1305,"Trong video này, các vạch kẻ đường hình mũi tên (chevron) trên mặt đường có tác dụng gì?","biển báo, làn đường"
train_1306,"Trong video này, các biển báo xuất hiện nhằm mục đích gì?",biển báo
train_1307,"Trong video này, dựa vào biển báo cấm đi ngược chiều, người lái xe có được phép di chuyển vào làn đường bên trái dải phân cách không?","biển báo, làn đường"
train_1308,"Trong video này, hành vi của chiếc ô tô màu đen đang đỗ bên lề đường là đúng hay sai theo quy tắc giao thông được báo hiệu?",làn đường
train_1309,"Trong video này, vạch kẻ đường kiểu ""xương cá"" màu trắng giữa làn đường đang đi và lối ra có ý nghĩa gì?",làn đường
train_1310,"Trong video này, khi đến gần cột đèn tín hiệu, người lái xe phải tuân thủ điều gì?",đèn giao thông
train_1311,"Trong video, xe có camera hành trình đang di chuyển trong làn đường cho phép các hướng đi nào?","biển báo, làn đường"
train_1312,"Trong video này, theo các biển báo và vạch kẻ đường, các phương tiện trong làn xe đang chạy được phép di chuyển theo hướng nào khi đèn tín hiệu chuyển xanh?","biển báo, làn đường, đèn giao thông"
train_1313,"Trong video này, khi đến ngã ba hoặc ngã tư phía trước, người lái xe không được phép thực hiện hành động nào?",biển báo
train_1314,"Trong video này, biển báo xuất hiện có ý nghĩa gì?",biển báo
train_1315,"Trong video này, các nhóm biển báo nào đã xuất hiện? Chọn đáp án đầy đủ nhất.",biển báo
train_1316,"Trong video này, các biển báo tốc độ tối đa cho phép nào đã được hiển thị?",biển báo
train_1317,"Trong video này, tại sao các phương tiện trong cùng làn đường với xe có camera lại dừng lại?",làn đường
train_1318,"Trong video, dựa vào biển báo cảnh báo hình tam giác, xe của bạn đang di chuyển trên loại đường nào?","biển báo, làn đường"
train_1319,"Dựa vào biển báo phân làn ở phía trước, phương tiện nào không được phép đi vào làn giữa?","biển báo, làn đường"
train_1320,"Trong video này, người lái xe cần chú ý đến những biển báo và vạch kẻ đường nào?","biển báo, làn đường"
train_1321,"Trong video này, vạch kẻ đường màu trắng dạng sọc ngựa vằn xuất hiện trên đường có ý nghĩa gì?",làn đường
train_1322,"Trong video này, dựa vào biển báo ""Cấm đỗ xe"", hành vi nào sau đây bị cấm?",biển báo
train_1323,"Trong video này, tại sao người lái xe không được phép đi vào lối rẽ bên trái?",biển báo
train_1324,"Trong video, khi chuẩn bị đi vào vòng xuyến, người điều khiển phương tiện phải xử lý như thế nào cho đúng quy tắc giao thông?",Khác
train_1325,"Trong video này, tại vị trí có cột biển báo bên phải đường, quy định về việc dừng và đỗ xe là gì?","biển báo, làn đường"
train_1326,"Trong video này, biển báo chỉ dẫn màu xanh ở bên phải cho biết điều gì về làn đường xe đang di chuyển?","biển báo, làn đường"
train_1327,"Trong video này, tại vị trí có biển báo cấm bên phải, người lái xe được phép làm gì?",biển báo
train_1328,"Trong video này, khi đến ngã tư, người lái xe được phép đi theo những hướng nào?",biển báo
train_1329,"Trong video này, tại vị trí có cột biển báo gồm biển cấm đỗ xe và biển cấm dừng và đỗ xe, người lái xe ô tô có được phép dừng lại để cho hành khách xuống xe không?",biển báo
train_1330,"Trong video này, tại sao các phương tiện lại được phép di chuyển qua giao lộ?",biển báo
train_1331,"Trong video này, biển báo giao thông nào đã xuất hiện?",biển báo
train_1332,"Trong video này, vạch kẻ liền màu vàng bên trái làn đường xe đang chạy có ý nghĩa gì?",làn đường
train_1333,"Trong video này, vạch kẻ đường nét đứt màu trắng trên mặt đường có ý nghĩa gì?",làn đường
train_1334,"Trong video này, vạch kẻ đường cho phép người lái xe di chuyển theo những hướng nào tại giao lộ sắp tới?","biển báo, làn đường"
train_1335,"Trong video, làn đường xe đang di chuyển được phân cách với làn đường bên trái bằng loại dải phân cách nào?","biển báo, làn đường"
train_1336,"Trong video này, vạch kẻ mắt võng màu vàng ở giữa giao lộ có ý nghĩa gì?",làn đường
train_1337,"Trong video này, một chiếc xe tải muốn đi đúng luật thì phải di chuyển ở làn đường nào?","biển báo, làn đường"
train_1338,"Trong video này, loại vạch kẻ đường nào được sử dụng để phân chia các làn xe chạy cùng chiều?",làn đường
train_1339,"Theo cụm biển báo trong video, xe máy KHÔNG được phép thực hiện hành vi nào sau đây?",biển báo
train_1340,"Trong video này, vạch kẻ đường đứt nét màu trắng giữa các làn đường có ý nghĩa gì?",làn đường
train_1341,"Trong video này, theo biển báo chỉ dẫn, tốc độ tối đa cho phép đối với xe ô tô trên làn đường bên trái là bao nhiêu?","biển báo, làn đường"
train_1342,"Trong video này, những biển báo cấm nào đã xuất hiện? Chọn đáp án đầy đủ nhất.",biển báo
train_1343,"Trong video này, dựa vào vạch kẻ đường và tín hiệu đèn tại giao lộ phía trước, người lái xe có được phép rẽ trái không?","biển báo, làn đường, đèn giao thông"
train_1344,"Trong video này, tại đoạn đường có biển báo, người lái xe có được phép dừng lại tạm thời để một người xuống xe không?","biển báo, làn đường"
train_1345,"Trong video này, dựa vào biển báo và vạch kẻ đường, hành vi nào bị cấm ở bên phải lề đường?","biển báo, làn đường"
train_1346,"Trong video, theo vạch kẻ đường và dải phân cách, các phương tiện có được phép chuyển từ làn bên trái (phía sau hàng rào) sang làn đường xe đang đi không?","biển báo, làn đường"
train_1347,"Trong video này, tại đoạn đường có biển báo cấm, người lái xe có được phép dừng xe tạm thời bên lề đường để cho hành khách xuống xe không?","biển báo, làn đường"
train_1348,"Trên đoạn đường trong video, hành vi nào sau đây bị cấm?","biển báo, làn đường"
train_1349,"Trong video này, các phương tiện nào được phép đi vào làn đường bên phải làn xe của bạn?","biển báo, làn đường"
train_1350,"Trong video này, biển báo treo trên giá long môn cho biết thông tin gì về làn đường phía trước?","biển báo, làn đường"
train_1351,"Trong video này, người lái xe nhận được cảnh báo hoặc chỉ dẫn nào thông qua các vạch kẻ trên đường?","biển báo, làn đường"
train_1352,"Trong video này, biển báo hình tròn, nền xanh với mũi tên trắng chỉ thẳng lên trên có ý nghĩa gì?",biển báo
train_1353,"Trong video, tại sao phương tiện không thể quay đầu xe hoặc rẽ trái ngay lập tức?",biển báo
train_1354,"Theo hệ thống biển báo trong video, người lái xe cần tuân thủ những quy tắc nào khi đi vào đoạn đường này?","biển báo, làn đường"
train_1355,"Trong video này, loại vạch kẻ đường nào xuất hiện trên mặt đường mà xe đang di chuyển?","biển báo, làn đường"
train_1356,"Trong video này, dải phân cách cứng ở giữa có tác dụng gì?",làn đường
train_1357,"Trong video này, khi thấy các biển báo, người lái xe nên làm gì để đảm bảo an toàn?",biển báo
train_1358,"Trong video này, xe máy có được phép đi vào làn đường mà xe có camera hành trình đang di chuyển không?","biển báo, làn đường"
train_1359,"Trong video này, các loại phương tiện nào đang cùng tham gia giao thông trên đoạn đường chính?",làn đường
train_1360,"Trong video này, tại vị trí có cụm biển báo bên phải, người lái xe ô tô có được phép dừng lại để nghe điện thoại không?",biển báo
train_1361,"Trong video này, biển báo hiệu lệnh màu xanh ở phía bên phải có ý nghĩa gì?",biển báo
train_1362,"Trong video này, biển báo cấm đỗ xe cho phép người điều khiển phương tiện thực hiện hành vi nào?",biển báo
train_1363,"Trong video, vạch kẻ đường dạng chữ V (vạch xương cá) ở làn đường bên trái xe có camera hành trình có ý nghĩa gì?",làn đường
train_1364,"Trong video, dải phân cách cứng ở giữa tim đường có tác dụng chính là gì?",làn đường
train_1365,"Trong video này, dựa vào biển báo bên đường, người lái xe có được phép dừng xe tạm thời để cho hành khách xuống xe không?","biển báo, làn đường"
train_1366,"Dựa vào các công trình phía trước, người lái xe cần chuẩn bị cho tình huống nào?",Khác
train_1367,"Trong video này, người lái xe đã thấy biển báo giao thông nào?",biển báo
train_1368,"Trong video này, tốc độ tối đa cho phép trên đoạn đường này là bao nhiêu?","biển báo, làn đường"
train_1369,"Trong video này, tốc độ tối đa cho phép được quy định cho làn đường ô tô (làn xe đang chạy) và làn đường bên phải (ngăn cách bởi dải phân cách cứng) là bao nhiêu?","biển báo, làn đường"
train_1370,"Trong video này, tốc độ tối đa cho phép trên làn đường xe đang di chuyển là bao nhiêu?","biển báo, làn đường"
train_1371,"Trong video này, theo biển báo hiệu lệnh, các phương tiện phải di chuyển theo hướng nào?",biển báo
train_1372,"Trong video này, ngoài giới hạn tốc độ, còn có biển báo hạn chế nào khác?",biển báo
train_1373,"Trong video này, người đi xe mô tô được phép di chuyển ở làn đường nào?","biển báo, làn đường"
train_1374,"Trong video, biển báo cấm dừng và đỗ xe có hiệu lực như thế nào trên đoạn đường này?","biển báo, làn đường"
train_1375,"Trong video này, vạch kẻ đường trong làn xe của tài xế có ý nghĩa gì?",làn đường
train_1376,"Trong video này, những loại biển báo nào đã xuất hiện? Chọn đáp án đầy đủ nhất.",biển báo
train_1377,"Trong video này, các biển báo cung cấp thông tin gì là chủ yếu?",biển báo
train_1378,"Trong video này, dựa vào tín hiệu đèn và vạch kẻ đường, người lái xe được phép làm gì?","biển báo, làn đường, đèn giao thông"
train_1379,"Trong video này, người lái xe cần tuân thủ những tín hiệu và chỉ dẫn nào để đi qua giao lộ một cách an toàn và đúng luật?",biển báo
train_1380,"Trong video này, vạch kẻ đường ở làn xe đang di chuyển cho phép người lái xe thực hiện những hướng đi nào tiếp theo?","biển báo, làn đường"
train_1381,"Trong video này, người lái xe cần xử lý như thế nào khi thấy các biển báo?",biển báo
train_1382,"Dựa vào các biển báo và tín hiệu trong video, người lái xe được phép thực hiện hành động nào tiếp theo?",biển báo
train_1383,"Trong video này, vạch kẻ đường trên làn xe đang chạy có ý nghĩa gì?",làn đường
train_1384,"Trong video này, vạch kẻ đường trong làn xe của tài xế cho phép di chuyển theo hướng nào?","biển báo, làn đường"
train_1385,"Trong video này, những loại biển báo nào đã xuất hiện?",biển báo
train_1386,"Trong video này, tại thời điểm các xe đang dừng chờ, phương tiện ở làn ngoài cùng bên phải được phép di chuyển như thế nào?","biển báo, làn đường"
train_1387,"Trong video này, biển báo treo phía trên cho biết làn đường mà xe đang di chuyển là loại đường gì?","biển báo, làn đường"
train_1388,"Trong video này, khi thấy biển báo 'Đường người đi bộ sang ngang' trong tình huống giao thông ùn tắc, người lái xe nên xử lý như thế nào là phù hợp nhất?","biển báo, làn đường"
train_1389,"Trong video này, có những loại biển báo/tín hiệu giao thông nào xuất hiện? Chọn đáp án đúng và đầy đủ nhất.",biển báo
train_1390,"Trong video này, dựa vào các biển báo, người lái xe cần xử lý như thế nào?",biển báo
train_1391,"Dựa vào các biển báo trong video, người lái xe có được phép dừng lại ở lề đường bên phải để nghe điện thoại không?","biển báo, làn đường"
train_1392,"Trong video này, người lái xe đã thấy những loại biển báo nào? Chọn đáp án đầy đủ nhất.",biển báo
train_1393,"Trong video này, biển báo chữ nhật màu vàng treo phía trên có ý nghĩa gì?",biển báo
train_1394,"Trong video này, đặc điểm nào sau đây mô tả đúng nhất về đoạn đường xe đang lưu thông?",làn đường
train_1395,"Trong video này, người lái xe đang di chuyển về đâu?",biển báo
train_1396,"Trong video này, dựa vào các biển báo, người lái xe cần hiểu rằng đoạn đường phía trước như thế nào?","biển báo, làn đường"
train_1397,"Trong video này, xe có camera hành trình đang di chuyển với tốc độ khoảng 70 km/h. Khi thấy biển báo phía trước, người lái xe nên làm gì?",biển báo
train_1398,"Trong video này, loại vạch kẻ đường nào được sử dụng để phân chia các làn xe cùng chiều?",làn đường
train_1399,"Khi gặp tổ hợp biển báo như trong video, người lái xe nên làm gì để đảm bảo an toàn?",biển báo
train_1400,"Trong video này, dựa vào thông tin trên biển báo và tốc độ hiển thị trên màn hình, nhận định nào sau đây là đúng về tốc độ của xe?",biển báo
train_1401,"Trong video, các biển báo đã đề cập đến những tuyến cao tốc nào?",biển báo
train_1402,"Trong video, theo biển báo chỉ dẫn, trạm dừng nghỉ tiếp theo còn cách bao xa và cung cấp những dịch vụ gì?",biển báo
train_1403,"Trong video này, nếu phương tiện gặp sự cố khẩn cấp, người lái xe có thể tìm kiếm sự trợ giúp ngay lập tức bằng cách nào theo chỉ dẫn của biển báo?",biển báo
train_1404,"Trong video này, khi thấy biển báo giới hạn tốc độ, người lái xe nên làm gì để đảm bảo an toàn và tuân thủ luật giao thông?",biển báo
train_1405,"Trong video này, tại làn đường đang di chuyển, phương tiện được phép đi theo những hướng nào theo vạch kẻ đường?","biển báo, làn đường"
train_1406,"Trong video này, khi thấy biển báo 'Giữ khoảng cách an toàn', người lái xe nên thực hiện hành động nào sau đây?",biển báo
train_1407,"Dựa vào các đặc điểm trong video, người lái xe có được phép quay đầu xe hay không?",biển báo
train_1408,"Khi gặp biển báo như trong video, người lái xe nên có hành động nào sau đây để đảm bảo an toàn?",biển báo
train_1409,"Trong video, nếu tiếp tục đi thẳng, phương tiện sẽ di chuyển trên tuyến đường nào?","biển báo, làn đường"
train_1410,"Trong video này, sự kết hợp của biển báo 'GIỮ KHOẢNG CÁCH AN TOÀN', các biển báo cự ly (50m, 100m) và vạch kẻ đường mũi tên nhằm mục đích chính là gì?","biển báo, làn đường"
train_1411,"Trong video này, nếu tài xế muốn đi đến TT. Nhơn Trạch, họ cần thực hiện thao tác gì tiếp theo?",Khác
train_1412,"Trong video này, những loại hình báo hiệu đường bộ nào đã xuất hiện để điều khiển giao thông?",làn đường
train_1413,"Trong video này, dựa vào vạch kẻ đường mũi tên, người lái xe trong làn đường đang di chuyển phải tuân thủ hướng đi nào?","biển báo, làn đường"
train_1414,"Trong video này, biển báo chỉ dẫn màu xanh lam cung cấp thông tin gì cho người tham gia giao thông?",biển báo
train_1415,"Trong video này, tín hiệu đèn giao thông cho các làn đường đi thẳng đang hiển thị màu gì?","làn đường, đèn giao thông"
train_1416,"Trong video này, nếu người lái xe muốn rẽ trái tại giao lộ phía trước, họ có được phép thực hiện không?",biển báo
train_1417,"Trong video này, có một biển báo cấm đi ngược chiều ở phía bên kia ngã tư. Biển báo này có ý nghĩa gì?",biển báo
train_1418,"Trong video này, nếu tài xế muốn đi về hướng Đồng Nai thì cần phải làm gì?",biển báo
train_1419,"Trong video, nếu người lái xe muốn thoát ra khỏi đường trên cao tại lối ra này, họ nên thực hiện thao tác nào sau đây?",làn đường
train_1420,"Trong video này, dựa vào biển báo, để đi đến Bình Thái, người lái xe cần chuẩn bị làm gì?",biển báo
train_1421,"Dựa vào các vạch kẻ đường và biển báo trong video, người lái xe nên chuẩn bị cho tình huống nào sắp tới?","biển báo, làn đường"
train_1422,"Trong video này, nếu tài xế muốn đi về hướng Phú Mỹ, tại nút giao Vành đai 2 họ sẽ phải đi theo hướng nào?",biển báo
train_1423,"Trong video này, biển báo 'LỐI RA' có ý nghĩa gì?",biển báo
train_1424,"Trong video này, loại vạch kẻ đường nào phân chia hai làn đường cùng chiều mà xe có camera hành trình đang lưu thông?",làn đường
train_1425,"Trong video, tài xế đang lưu thông trên đoạn đường có đặc điểm gì theo các biển báo đã thấy?","biển báo, làn đường"
train_1426,"Trong video này, người tham gia giao thông có được phép dừng xe ở đoạn đường có biển báo cấm hình tròn, nền xanh, viền đỏ, có hai vạch chéo màu đỏ không?","biển báo, làn đường"
train_1427,"Trong video này, dựa vào thông tin trên camera hành trình và biển báo, nhận định nào sau đây là đúng?",biển báo
train_1428,"Trong video này, khi thấy biển báo, người lái xe nên xử lý như thế nào để đảm bảo an toàn?",biển báo
train_1429,"Trong video này, dựa vào biển báo đã thấy, người lái xe cần hiểu đúng điều gì khi đi tiếp?",biển báo
train_1430,"Trong video này, người lái xe có được phép dừng xe tạm thời bên lề đường để nghe điện thoại không?","biển báo, làn đường"
train_1431,"Dựa vào các biển báo trong video, người lái xe không được thực hiện hành vi nào tại khu vực này?",biển báo
train_1432,"Trong video, trên mặt đường có loại vạch kẻ đường nào đáng chú ý?",làn đường
train_1433,"Trong video này, biển báo hình tròn màu đỏ với gạch ngang màu trắng ở giữa có ý nghĩa gì?",biển báo
train_1434,"Trong video này, vạch kẻ đường dạng mắt võng màu vàng có ý nghĩa gì?",làn đường
train_1435,"Trong video này, người lái xe sắp đi qua loại vạch kẻ đường nào?",làn đường
train_1436,"Trong video, đặc điểm của nút giao phía trước là gì?",Khác
train_1437,"Trong video này, tại khu vực ngã tư phía trước, có những loại báo hiệu đường bộ nào?",làn đường
train_1438,"Trong video này, người tham gia giao thông cần phải làm gì khi đến gần vạch kẻ đường dạng vạch ngựa vằn?",làn đường
train_1439,"Dựa vào cấu trúc của con đường trong video, tại sao người lái xe không thể rẽ trái hoặc quay đầu?","biển báo, làn đường"
train_1440,"Trong video này, con đường được chia thành hai chiều bởi loại dải phân cách nào?",làn đường
train_1441,"Trong video này, điều gì ngăn cách làn đường của xe có gắn camera với các phương tiện ở làn bên trái?",làn đường
train_1442,"Trong video này, sau khi đi qua ngã tư, phương tiện đã đi qua loại vạch kẻ đường nào?",làn đường
train_1443,"Dựa vào các biển báo và vạch kẻ đường trong video, người lái xe KHÔNG được phép làm gì?","biển báo, làn đường"
train_1444,"Trong video này, người lái xe ô tô có được phép đỗ xe ở lề đường bên phải không?","biển báo, làn đường"
train_1445,"Trong video này, khi xe di chuyển đến gần giao lộ phía trước, người lái xe phải tuân thủ điều gì theo biển báo?",biển báo
train_1446,"Dựa vào biển báo và tình hình giao thông trong video, hành vi nào sau đây bị cấm?",biển báo
train_1447,"Trong video này, người lái xe ô tô có được phép dừng lại bên lề đường để cho hành khách xuống xe không?","biển báo, làn đường"
train_1448,"Trong video này, biển báo phân làn đường cho biết điều gì về việc tổ chức giao thông trên tuyến đường chính (bên trái)?","biển báo, làn đường"
train_1449,"Trong video này, đặc điểm của tuyến đường mà xe đang đi vào là gì?",làn đường
train_1450,"Dựa vào vạch kẻ đường trong video, người lái xe đang di chuyển trên đoạn đường như thế nào?","biển báo, làn đường"
train_1451,"Dựa vào bối cảnh trong video, phương tiện đang di chuyển trong khu vực nào?",biển báo
train_1452,"Trong video này, dựa vào biển báo phân làn, các loại phương tiện nào được phép đi vào làn đường giữa?","biển báo, làn đường"
train_1453,"Trong video này, đặc điểm của đoạn đường xe đang di chuyển là gì?","biển báo, làn đường"
train_1454,"Trong video này, người lái xe có được phép rẽ trái ở đoạn đường sắp tới không?","biển báo, làn đường"
train_1455,"Trong video này, người lái xe ô tô có được phép dừng xe tạm thời bên đường để cho hành khách xuống xe không?","biển báo, làn đường"
train_1456,"Trong video này, các phương tiện đang di chuyển trên đoạn đường có đặc điểm gì?","biển báo, làn đường"
train_1457,"Trong video này, vạch kẻ đường phân chia các làn xe chạy cùng chiều có ý nghĩa gì?",làn đường
train_1458,Loại vạch kẻ đường nào xuất hiện ở đoạn đường xe bắt đầu di chuyển?,"biển báo, làn đường"
train_1459,"Trong video này, loại phương tiện nào được phép lưu thông trên đoạn đường này theo biển báo chỉ dẫn ở đầu video?","biển báo, làn đường"
train_1460,"Dựa vào các biển báo trong video, người lái xe KHÔNG được phép làm gì?",biển báo
train_1461,"Trong video này, đặc điểm của con đường mà phương tiện đang di chuyển là gì?","biển báo, làn đường"
train_1462,"Trong video này, vạch kẻ đường màu trắng liền nét dọc theo dải phân cách cứng bên trái có ý nghĩa gì?",làn đường
train_1463,"Trong video này, dựa vào biển báo giao thông, người lái xe ô tô được phép làm gì trên đoạn đường đang di chuyển?","biển báo, làn đường"
train_1464,"Trong video, làn đường sát lề phải được phân cho loại phương tiện nào?",làn đường
train_1465,"Trong video này, vạch kẻ đường hình mũi tên (vạch xương cá) ở bên trái làn xe chạy có ý nghĩa gì?","biển báo, làn đường"
train_1466,"Trong video, việc tổ chức giao thông trên đoạn đường này có đặc điểm gì?",làn đường
train_1467,"Trong video này, ý nghĩa của biển báo màu xanh mà xe sắp đi qua là gì?",biển báo
train_1468,Những loại phương tiện nào bị cấm di chuyển vào đoạn đường mà xe có camera hành trình đang đi vào?,"biển báo, làn đường"
train_1469,"Trong video này, cấu trúc của con đường có đặc điểm gì?",làn đường
train_1470,"Trong video này, tại sao người lái xe phải lựa chọn giữa đi thẳng hoặc rẽ phải?",biển báo
train_1471,"Trong video này, ngoài biển báo gộp hướng đi trên mỗi làn đường, còn có biển báo nào khác xuất hiện?","biển báo, làn đường"
